system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,timestamp,global_step
75.3,71.2,17.97435760498047,225.82835388183594,1752712456.2208955,0
100.0,74.8,15.744895935058594,225.82830047607422,1752712456.7524512,1
100.0,74.9,15.7078857421875,225.82830047607422,1752712456.7596922,2
100.0,74.9,15.679527282714844,225.82830047607422,1752712456.766888,3
100.0,75.0,15.638431549072266,225.82830047607422,1752712456.7739382,4
100.0,75.0,15.6004638671875,225.82830047607422,1752712456.7821827,5
100.0,75.1,15.556709289550781,225.8282928466797,1752712456.7900465,6
100.0,75.1,15.540367126464844,225.82828903198242,1752712456.7971377,7
100.0,75.2,15.506240844726562,225.8282814025879,1752712456.8044686,8
100.0,75.2,15.479114532470703,225.8282814025879,1752712456.8122563,9
100.0,75.3,15.43393325805664,225.8282814025879,1752712456.8273506,10
100.0,75.3,15.424560546875,225.8282814025879,1752712456.831688,11
100.0,75.4,15.398845672607422,225.8282814025879,1752712456.8416307,12
100.0,75.4,15.375774383544922,225.8282814025879,1752712456.8495984,13
100.0,75.5,15.34164810180664,225.82827758789062,1752712456.858536,14
100.0,75.5,15.339725494384766,225.82827758789062,1752712456.8617573,15
100.0,75.5,15.32674789428711,225.82827758789062,1752712456.865781,16
100.0,75.5,15.317378997802734,225.82827758789062,1752712456.8704588,17
100.0,75.5,15.294307708740234,225.82827758789062,1752712456.874069,18
100.0,75.5,15.28084945678711,225.82827758789062,1752712456.8779883,19
100.0,75.6,15.279888153076172,225.82827377319336,1752712456.8823166,20
100.0,75.6,15.272438049316406,225.82827377319336,1752712456.886331,21
